"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","27.7","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","27.1","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","25.5","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","25.7","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","24.2","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","24.6","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","25.6","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","25.8","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","26.7","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","33.9","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","30.4","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","31.7","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","29.9","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Private educational services [BS611A]","Chained (2017) dollars per hour","446","units","0","v111384368","1.7.257","31.2","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","54.9","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","55.1","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","53.0","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","53.7","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","56.6","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","56.9","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","56.6","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","56.2","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","58.1","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","57.1","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","54.6","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","54.1","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","53.8","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","52.6","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","53.8","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","53.0","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","52.2","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","53.4","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","52.1","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","52.1","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","50.6","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","50.7","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","51.1","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","53.3","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","47.9","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","47.2","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","46.2","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Health care and social assistance [BS62]","Chained (2017) dollars per hour","446","units","0","v111384369","1.7.258","46.1","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","64.7","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","67.0","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","64.5","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","64.3","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","68.1","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","68.3","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","67.7","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","67.6","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","69.1","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","67.4","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","64.7","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","63.6","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","63.0","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","61.8","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","63.3","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","62.7","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","61.6","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","62.3","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","60.8","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","60.6","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","58.6","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","58.1","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","57.7","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","60.8","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","53.9","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","52.7","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","51.9","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Health care [BS62X]","Chained (2017) dollars per hour","446","units","0","v111384370","1.7.259","52.0","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","72.7","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","75.0","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","72.5","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","72.4","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","76.5","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","77.4","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","75.8","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","76.0","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","78.0","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","75.0","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","72.2","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","71.2","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","70.2","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","69.3","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","71.8","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","71.7","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","70.2","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","71.2","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","68.8","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","68.6","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","66.2","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","65.5","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","65.1","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","68.2","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","59.0","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","57.2","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","55.9","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Ambulatory health care services [BS621]","Chained (2017) dollars per hour","446","units","0","v111384371","1.7.260","56.2","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","95.9","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","104.8","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","96.2","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","96.8","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","103.4","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","107.3","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","105.9","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","106.2","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","112.4","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","104.6","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","101.3","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","99.4","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","101.5","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","105.4","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","112.4","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","117.9","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","114.8","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","117.9","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","117.1","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","115.3","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","112.5","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","109.5","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","111.4","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","114.7","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","97.2","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","93.2","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","91.1","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Offices of physicians [BS6211]","Chained (2017) dollars per hour","446","units","0","v111384372","1.7.261","94.5","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","81.8","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","79.7","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","73.7","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","74.1","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","78.1","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","79.0","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","75.5","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","71.8","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","72.4","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","71.3","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","71.4","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","69.6","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","69.6","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","67.2","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","68.3","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","65.7","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","65.5","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","65.1","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","62.5","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","62.5","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","62.0","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","62.4","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","62.0","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","59.9","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","55.7","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","54.7","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","53.5","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Offices of dentists [BS6212]","Chained (2017) dollars per hour","446","units","0","v111384373","1.7.262","54.2","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","42.9","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","42.4","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","43.5","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","43.7","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","45.8","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","45.1","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","43.8","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","45.3","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","46.3","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","45.1","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","43.5","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","43.3","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","41.7","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","39.4","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","40.1","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","39.4","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","38.7","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","39.1","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","36.8","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","36.6","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","35.2","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","35.4","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","35.0","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","38.5","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","34.1","","","","1"
